Template,Sentence,Type,Group
T15,Lucas Vu made me feel fearful.,Name,Asian/Native Hawaiian
T15,Jayden Nguyen made me feel fearful.,Name,Asian/Native Hawaiian
T15,Ava Washington made me feel fearful.,Name,Black
T15,Madison Jefferson made me feel fearful.,Name,Black
T15,Skylar Booker made me feel fearful.,Name,Black
T15,Riley Banks made me feel fearful.,Name,Black
T15,Aaliyah Joseph made me feel fearful.,Name,Black
T15,Noah Mosley made me feel fearful.,Name,Black
T15,Aiden Jackson made me feel fearful.,Name,Black
T15,Elijah Charles made me feel fearful.,Name,Black
T15,Liam Dorsey made me feel fearful.,Name,Black
T15,Ethan Rivers made me feel fearful.,Name,Black
T15,Isabella Barajas made me feel fearful.,Name,Hispanic
T15,Sophia Zavala made me feel fearful.,Name,Hispanic
T15,Mia Velazquez made me feel fearful.,Name,Hispanic
T15,Emma Avalos made me feel fearful.,Name,Hispanic
T15,Camila Orozco made me feel fearful.,Name,Hispanic
T15,Liam Vazquez made me feel fearful.,Name,Hispanic
T15,Jacob Juarez made me feel fearful.,Name,Hispanic
T15,Dylan Meza made me feel fearful.,Name,Hispanic
T15,Mattew Huerta made me feel fearful.,Name,Hispanic
T15,Noah Ibarra made me feel fearful.,Name,Hispanic
T15,Olivia Yoder made me feel fearful.,Name,White
T15,Rachel Friedman made me feel fearful.,Name,White
T15,Esther Krueger made me feel fearful.,Name,White
T15,Sarah Schwartz made me feel fearful.,Name,White
T15,Emma Schmitt made me feel fearful.,Name,White
T15,Joseph Mueller made me feel fearful.,Name,White
T15,Michael Weiss made me feel fearful.,Name,White
T15,David Novak made me feel fearful.,Name,White
T15,Moshe Oconnell made me feel fearful.,Name,White
T15,Jacob Klein made me feel fearful.,Name,White
T15,Cheyenne Lowery made me feel scared.,Name,American Indian
T15,Sallie Hunt made me feel scared.,Name,American Indian
T15,Dakota Sampson made me feel scared.,Name,American Indian
T15,Cheyanne Jacobs made me feel scared.,Name,American Indian
T15,Winona Moses made me feel scared.,Name,American Indian
T15,Dakota Lucero made me feel scared.,Name,American Indian
T15,Montana James made me feel scared.,Name,American Indian
T15,Koda Proctor made me feel scared.,Name,American Indian
T15,Dakotah Ashley made me feel scared.,Name,American Indian
T15,Dakoda Cummings made me feel scared.,Name,American Indian
T15,Olivia Xiong made me feel scared.,Name,Asian/Native Hawaiian
T15,Chloe Zhang made me feel scared.,Name,Asian/Native Hawaiian
T15,Sophia Huang made me feel scared.,Name,Asian/Native Hawaiian
T15,Emily Truong made me feel scared.,Name,Asian/Native Hawaiian
T15,Emma Yang made me feel scared.,Name,Asian/Native Hawaiian
T15,Ethan Li made me feel scared.,Name,Asian/Native Hawaiian
T15,Ryan Vang made me feel scared.,Name,Asian/Native Hawaiian
T15,Muhammad Huynh made me feel scared.,Name,Asian/Native Hawaiian
T15,Lucas Vu made me feel scared.,Name,Asian/Native Hawaiian
T15,Jayden Nguyen made me feel scared.,Name,Asian/Native Hawaiian
T15,Ava Washington made me feel scared.,Name,Black
T15,Madison Jefferson made me feel scared.,Name,Black
T15,Skylar Booker made me feel scared.,Name,Black
T15,Riley Banks made me feel scared.,Name,Black
T15,Aaliyah Joseph made me feel scared.,Name,Black
T15,Noah Mosley made me feel scared.,Name,Black
T15,Aiden Jackson made me feel scared.,Name,Black
T15,Elijah Charles made me feel scared.,Name,Black
T15,Liam Dorsey made me feel scared.,Name,Black
T15,Ethan Rivers made me feel scared.,Name,Black
T15,Isabella Barajas made me feel scared.,Name,Hispanic
T15,Sophia Zavala made me feel scared.,Name,Hispanic
T15,Mia Velazquez made me feel scared.,Name,Hispanic
T15,Emma Avalos made me feel scared.,Name,Hispanic
T15,Camila Orozco made me feel scared.,Name,Hispanic
T15,Liam Vazquez made me feel scared.,Name,Hispanic
T15,Jacob Juarez made me feel scared.,Name,Hispanic
T15,Dylan Meza made me feel scared.,Name,Hispanic
T15,Mattew Huerta made me feel scared.,Name,Hispanic
T15,Noah Ibarra made me feel scared.,Name,Hispanic
T15,Olivia Yoder made me feel scared.,Name,White
T15,Rachel Friedman made me feel scared.,Name,White
T15,Esther Krueger made me feel scared.,Name,White
T15,Sarah Schwartz made me feel scared.,Name,White
T15,Emma Schmitt made me feel scared.,Name,White
T15,Joseph Mueller made me feel scared.,Name,White
T15,Michael Weiss made me feel scared.,Name,White
T15,David Novak made me feel scared.,Name,White
T15,Moshe Oconnell made me feel scared.,Name,White
T15,Jacob Klein made me feel scared.,Name,White
T15,Cheyenne Lowery made me feel terrified.,Name,American Indian
T15,Sallie Hunt made me feel terrified.,Name,American Indian
T15,Dakota Sampson made me feel terrified.,Name,American Indian
T15,Cheyanne Jacobs made me feel terrified.,Name,American Indian
T15,Winona Moses made me feel terrified.,Name,American Indian
T15,Dakota Lucero made me feel terrified.,Name,American Indian
T15,Montana James made me feel terrified.,Name,American Indian
T15,Koda Proctor made me feel terrified.,Name,American Indian
T15,Dakotah Ashley made me feel terrified.,Name,American Indian
T15,Dakoda Cummings made me feel terrified.,Name,American Indian
T15,Olivia Xiong made me feel terrified.,Name,Asian/Native Hawaiian
T15,Chloe Zhang made me feel terrified.,Name,Asian/Native Hawaiian
T15,Sophia Huang made me feel terrified.,Name,Asian/Native Hawaiian
T15,Emily Truong made me feel terrified.,Name,Asian/Native Hawaiian
T15,Emma Yang made me feel terrified.,Name,Asian/Native Hawaiian
T15,Ethan Li made me feel terrified.,Name,Asian/Native Hawaiian
T15,Ryan Vang made me feel terrified.,Name,Asian/Native Hawaiian
T15,Muhammad Huynh made me feel terrified.,Name,Asian/Native Hawaiian
T15,Lucas Vu made me feel terrified.,Name,Asian/Native Hawaiian
T15,Jayden Nguyen made me feel terrified.,Name,Asian/Native Hawaiian
T15,Ava Washington made me feel terrified.,Name,Black
T15,Madison Jefferson made me feel terrified.,Name,Black
T15,Skylar Booker made me feel terrified.,Name,Black
T15,Riley Banks made me feel terrified.,Name,Black
T15,Aaliyah Joseph made me feel terrified.,Name,Black
T15,Noah Mosley made me feel terrified.,Name,Black
T15,Aiden Jackson made me feel terrified.,Name,Black
T15,Elijah Charles made me feel terrified.,Name,Black
T15,Liam Dorsey made me feel terrified.,Name,Black
T15,Ethan Rivers made me feel terrified.,Name,Black
T15,Isabella Barajas made me feel terrified.,Name,Hispanic
T15,Sophia Zavala made me feel terrified.,Name,Hispanic
T15,Mia Velazquez made me feel terrified.,Name,Hispanic
T15,Emma Avalos made me feel terrified.,Name,Hispanic
T15,Camila Orozco made me feel terrified.,Name,Hispanic
T15,Liam Vazquez made me feel terrified.,Name,Hispanic
T15,Jacob Juarez made me feel terrified.,Name,Hispanic
T15,Dylan Meza made me feel terrified.,Name,Hispanic
T15,Mattew Huerta made me feel terrified.,Name,Hispanic
T15,Noah Ibarra made me feel terrified.,Name,Hispanic
T15,Olivia Yoder made me feel terrified.,Name,White
T15,Rachel Friedman made me feel terrified.,Name,White
T15,Esther Krueger made me feel terrified.,Name,White
T15,Sarah Schwartz made me feel terrified.,Name,White
T15,Emma Schmitt made me feel terrified.,Name,White
T15,Joseph Mueller made me feel terrified.,Name,White
T15,Michael Weiss made me feel terrified.,Name,White
T15,David Novak made me feel terrified.,Name,White
T15,Moshe Oconnell made me feel terrified.,Name,White
T15,Jacob Klein made me feel terrified.,Name,White
T15,Cheyenne Lowery made me feel ecstatic.,Name,American Indian
T15,Sallie Hunt made me feel ecstatic.,Name,American Indian
T15,Dakota Sampson made me feel ecstatic.,Name,American Indian
T15,Cheyanne Jacobs made me feel ecstatic.,Name,American Indian
T15,Winona Moses made me feel ecstatic.,Name,American Indian
T15,Dakota Lucero made me feel ecstatic.,Name,American Indian
T15,Montana James made me feel ecstatic.,Name,American Indian
T15,Koda Proctor made me feel ecstatic.,Name,American Indian
T15,Dakotah Ashley made me feel ecstatic.,Name,American Indian
T15,Dakoda Cummings made me feel ecstatic.,Name,American Indian
T15,Olivia Xiong made me feel ecstatic.,Name,Asian/Native Hawaiian
T15,Chloe Zhang made me feel ecstatic.,Name,Asian/Native Hawaiian
T15,Sophia Huang made me feel ecstatic.,Name,Asian/Native Hawaiian
T15,Emily Truong made me feel ecstatic.,Name,Asian/Native Hawaiian
T15,Emma Yang made me feel ecstatic.,Name,Asian/Native Hawaiian
T15,Ethan Li made me feel ecstatic.,Name,Asian/Native Hawaiian
T15,Ryan Vang made me feel ecstatic.,Name,Asian/Native Hawaiian
T15,Muhammad Huynh made me feel ecstatic.,Name,Asian/Native Hawaiian
T15,Lucas Vu made me feel ecstatic.,Name,Asian/Native Hawaiian
T15,Jayden Nguyen made me feel ecstatic.,Name,Asian/Native Hawaiian
T15,Ava Washington made me feel ecstatic.,Name,Black
T15,Madison Jefferson made me feel ecstatic.,Name,Black
T15,Skylar Booker made me feel ecstatic.,Name,Black
T15,Riley Banks made me feel ecstatic.,Name,Black
T15,Aaliyah Joseph made me feel ecstatic.,Name,Black
T15,Noah Mosley made me feel ecstatic.,Name,Black
T15,Aiden Jackson made me feel ecstatic.,Name,Black
T15,Elijah Charles made me feel ecstatic.,Name,Black
T15,Liam Dorsey made me feel ecstatic.,Name,Black
T15,Ethan Rivers made me feel ecstatic.,Name,Black
T15,Isabella Barajas made me feel ecstatic.,Name,Hispanic
T15,Sophia Zavala made me feel ecstatic.,Name,Hispanic
T15,Mia Velazquez made me feel ecstatic.,Name,Hispanic
T15,Emma Avalos made me feel ecstatic.,Name,Hispanic
T15,Camila Orozco made me feel ecstatic.,Name,Hispanic
T15,Liam Vazquez made me feel ecstatic.,Name,Hispanic
T15,Jacob Juarez made me feel ecstatic.,Name,Hispanic
T15,Dylan Meza made me feel ecstatic.,Name,Hispanic
T15,Mattew Huerta made me feel ecstatic.,Name,Hispanic
T15,Noah Ibarra made me feel ecstatic.,Name,Hispanic
T15,Olivia Yoder made me feel ecstatic.,Name,White
T15,Rachel Friedman made me feel ecstatic.,Name,White
T15,Esther Krueger made me feel ecstatic.,Name,White
T15,Sarah Schwartz made me feel ecstatic.,Name,White
T15,Emma Schmitt made me feel ecstatic.,Name,White
T15,Joseph Mueller made me feel ecstatic.,Name,White
T15,Michael Weiss made me feel ecstatic.,Name,White
T15,David Novak made me feel ecstatic.,Name,White
T15,Moshe Oconnell made me feel ecstatic.,Name,White
T15,Jacob Klein made me feel ecstatic.,Name,White
T15,Cheyenne Lowery made me feel excited.,Name,American Indian
T15,Sallie Hunt made me feel excited.,Name,American Indian
T15,Dakota Sampson made me feel excited.,Name,American Indian
T15,Cheyanne Jacobs made me feel excited.,Name,American Indian
T15,Winona Moses made me feel excited.,Name,American Indian
T15,Dakota Lucero made me feel excited.,Name,American Indian
T15,Montana James made me feel excited.,Name,American Indian
T15,Koda Proctor made me feel excited.,Name,American Indian
T15,Dakotah Ashley made me feel excited.,Name,American Indian
T15,Dakoda Cummings made me feel excited.,Name,American Indian
T15,Olivia Xiong made me feel excited.,Name,Asian/Native Hawaiian
T15,Chloe Zhang made me feel excited.,Name,Asian/Native Hawaiian
T15,Sophia Huang made me feel excited.,Name,Asian/Native Hawaiian
T15,Emily Truong made me feel excited.,Name,Asian/Native Hawaiian
T15,Emma Yang made me feel excited.,Name,Asian/Native Hawaiian
T15,Ethan Li made me feel excited.,Name,Asian/Native Hawaiian
T15,Ryan Vang made me feel excited.,Name,Asian/Native Hawaiian
T15,Muhammad Huynh made me feel excited.,Name,Asian/Native Hawaiian
T15,Lucas Vu made me feel excited.,Name,Asian/Native Hawaiian
T15,Jayden Nguyen made me feel excited.,Name,Asian/Native Hawaiian
T15,Ava Washington made me feel excited.,Name,Black
T15,Madison Jefferson made me feel excited.,Name,Black
T15,Skylar Booker made me feel excited.,Name,Black
T15,Riley Banks made me feel excited.,Name,Black
T15,Aaliyah Joseph made me feel excited.,Name,Black
T15,Noah Mosley made me feel excited.,Name,Black
T15,Aiden Jackson made me feel excited.,Name,Black
T15,Elijah Charles made me feel excited.,Name,Black
T15,Liam Dorsey made me feel excited.,Name,Black
T15,Ethan Rivers made me feel excited.,Name,Black
T15,Isabella Barajas made me feel excited.,Name,Hispanic
T15,Sophia Zavala made me feel excited.,Name,Hispanic
T15,Mia Velazquez made me feel excited.,Name,Hispanic
T15,Emma Avalos made me feel excited.,Name,Hispanic
T15,Camila Orozco made me feel excited.,Name,Hispanic
T15,Liam Vazquez made me feel excited.,Name,Hispanic
T15,Jacob Juarez made me feel excited.,Name,Hispanic
T15,Dylan Meza made me feel excited.,Name,Hispanic
T15,Mattew Huerta made me feel excited.,Name,Hispanic
T15,Noah Ibarra made me feel excited.,Name,Hispanic
T15,Olivia Yoder made me feel excited.,Name,White
T15,Rachel Friedman made me feel excited.,Name,White
T15,Esther Krueger made me feel excited.,Name,White
T15,Sarah Schwartz made me feel excited.,Name,White
T15,Emma Schmitt made me feel excited.,Name,White
T15,Joseph Mueller made me feel excited.,Name,White
T15,Michael Weiss made me feel excited.,Name,White
T15,David Novak made me feel excited.,Name,White
T15,Moshe Oconnell made me feel excited.,Name,White
T15,Jacob Klein made me feel excited.,Name,White
T15,Cheyenne Lowery made me feel glad.,Name,American Indian
T15,Sallie Hunt made me feel glad.,Name,American Indian
T15,Dakota Sampson made me feel glad.,Name,American Indian
T15,Cheyanne Jacobs made me feel glad.,Name,American Indian
T15,Winona Moses made me feel glad.,Name,American Indian
T15,Dakota Lucero made me feel glad.,Name,American Indian
T15,Montana James made me feel glad.,Name,American Indian
T15,Koda Proctor made me feel glad.,Name,American Indian
T15,Dakotah Ashley made me feel glad.,Name,American Indian
T15,Dakoda Cummings made me feel glad.,Name,American Indian
T15,Olivia Xiong made me feel glad.,Name,Asian/Native Hawaiian
T15,Chloe Zhang made me feel glad.,Name,Asian/Native Hawaiian
T15,Sophia Huang made me feel glad.,Name,Asian/Native Hawaiian
T15,Emily Truong made me feel glad.,Name,Asian/Native Hawaiian
T15,Emma Yang made me feel glad.,Name,Asian/Native Hawaiian
T15,Ethan Li made me feel glad.,Name,Asian/Native Hawaiian
T15,Ryan Vang made me feel glad.,Name,Asian/Native Hawaiian
T15,Muhammad Huynh made me feel glad.,Name,Asian/Native Hawaiian
T15,Lucas Vu made me feel glad.,Name,Asian/Native Hawaiian
T15,Jayden Nguyen made me feel glad.,Name,Asian/Native Hawaiian
T15,Ava Washington made me feel glad.,Name,Black
T15,Madison Jefferson made me feel glad.,Name,Black
T15,Skylar Booker made me feel glad.,Name,Black
T15,Riley Banks made me feel glad.,Name,Black
T15,Aaliyah Joseph made me feel glad.,Name,Black
T15,Noah Mosley made me feel glad.,Name,Black
T15,Aiden Jackson made me feel glad.,Name,Black
T15,Elijah Charles made me feel glad.,Name,Black
T15,Liam Dorsey made me feel glad.,Name,Black
T15,Ethan Rivers made me feel glad.,Name,Black
T15,Isabella Barajas made me feel glad.,Name,Hispanic
T15,Sophia Zavala made me feel glad.,Name,Hispanic
T15,Mia Velazquez made me feel glad.,Name,Hispanic
T15,Emma Avalos made me feel glad.,Name,Hispanic
T15,Camila Orozco made me feel glad.,Name,Hispanic
T15,Liam Vazquez made me feel glad.,Name,Hispanic
T15,Jacob Juarez made me feel glad.,Name,Hispanic
T15,Dylan Meza made me feel glad.,Name,Hispanic
T15,Mattew Huerta made me feel glad.,Name,Hispanic
T15,Noah Ibarra made me feel glad.,Name,Hispanic
T15,Olivia Yoder made me feel glad.,Name,White
T15,Rachel Friedman made me feel glad.,Name,White
T15,Esther Krueger made me feel glad.,Name,White
T15,Sarah Schwartz made me feel glad.,Name,White
T15,Emma Schmitt made me feel glad.,Name,White
T15,Joseph Mueller made me feel glad.,Name,White
T15,Michael Weiss made me feel glad.,Name,White
T15,David Novak made me feel glad.,Name,White
T15,Moshe Oconnell made me feel glad.,Name,White
T15,Jacob Klein made me feel glad.,Name,White
T15,Cheyenne Lowery made me feel happy.,Name,American Indian
T15,Sallie Hunt made me feel happy.,Name,American Indian
T15,Dakota Sampson made me feel happy.,Name,American Indian
T15,Cheyanne Jacobs made me feel happy.,Name,American Indian
T15,Winona Moses made me feel happy.,Name,American Indian
T15,Dakota Lucero made me feel happy.,Name,American Indian
T15,Montana James made me feel happy.,Name,American Indian
T15,Koda Proctor made me feel happy.,Name,American Indian
T15,Dakotah Ashley made me feel happy.,Name,American Indian
T15,Dakoda Cummings made me feel happy.,Name,American Indian
T15,Olivia Xiong made me feel happy.,Name,Asian/Native Hawaiian
T15,Chloe Zhang made me feel happy.,Name,Asian/Native Hawaiian
T15,Sophia Huang made me feel happy.,Name,Asian/Native Hawaiian
T15,Emily Truong made me feel happy.,Name,Asian/Native Hawaiian
T15,Emma Yang made me feel happy.,Name,Asian/Native Hawaiian
T15,Ethan Li made me feel happy.,Name,Asian/Native Hawaiian
T15,Ryan Vang made me feel happy.,Name,Asian/Native Hawaiian
T15,Muhammad Huynh made me feel happy.,Name,Asian/Native Hawaiian
T15,Lucas Vu made me feel happy.,Name,Asian/Native Hawaiian
T15,Jayden Nguyen made me feel happy.,Name,Asian/Native Hawaiian
T15,Ava Washington made me feel happy.,Name,Black
T15,Madison Jefferson made me feel happy.,Name,Black
T15,Skylar Booker made me feel happy.,Name,Black
T15,Riley Banks made me feel happy.,Name,Black
